,Country Code,Year,GDP (current US$),GDP growth (annual %),GDP per capita (current US$),GDP per capita growth (annual %),"Central government debt, total (% of GDP)","Population, total","Population, female (% of total population)","Inflation, consumer prices (annual %)",Real interest rate (%),Deposit interest rate (%),Lending interest rate (%),Country Name,Country,Continent
5166,IDN,1992,128026966579.96375,6.4975065187381915,678.9777369574623,4.691739599951433,42.70935742608736,188558416.0,49.7967701425748,7.52351717022748,15.606911716419752,19.6025,24.0333333333333,Indonesia,Indonesia,Asia
5168,IND,1992,288208070278.0129,5.48239602040357,317.5587387007943,3.3168659337294173,49.6809013594637,907574049.0,48.3186968031079,11.7878170418134,9.132749405876595,0.0,18.9166666666667,India,India,Asia
5169,IRL,1992,55918538121.3989,3.3432741011175438,15714.384748723145,2.640607330413445,0.0,3558430.0,50.2825244652838,3.06999743466963,0.0,0.0,0.0,Ireland,Ireland,Europe
5170,IRQ,1992,553671957.6719576,32.59221119807245,30.11431551469221,28.702970018918194,0.0,18385673.0,50.6358837122797,83.615819209039,0.0,0.0,0.0,Iraq,Iraq,Asia
5171,ISL,1992,7080981738.056056,0.0,27124.274537959358,0.0,37.64887790589995,261057.0,49.8557004080195,3.94771176824031,0.0,0.0,13.05,Iceland,Iceland,Europe
5172,ITA,1992,1320161644933.2288,0.8342754535548949,23243.474527720562,0.7658075994351634,77.4636590311685,56797087.0,51.5142570313453,5.2705899859293,11.647044812279741,0.0,16.5239166666667,Italy,Italy,Europe
5173,JAM,1992,3535460089.807189,1.95554250245047,1452.1883868829573,1.0046145357494538,123.60695133921547,2434574.0,50.8272905239274,77.2965929559651,-9.512396710059459,33.7752664145754,44.8125,Jamaica,Jamaica,North America
5174,JOR,1992,5310833193.590049,14.349776059688551,1373.4130823036849,8.420447145195837,152.60109683137603,3866887.0,48.1391879307567,3.9958356055719,0.0,0.0,0.0,Jordan,Jordan,Asia
5175,JPN,1992,3980702922117.6567,0.9005860663604608,31992.790211916068,0.5267450362090216,38.91493435036254,124425000.0,50.8355523043478,1.7602830605927,0.0,3.35058333333333,0.0,Japan,Japan,Asia
5176,KAZ,1992,24917355371.900826,-5.29999999893468,1515.737659031767,-5.227323540771167,0.0,16439095.0,51.8571539967602,0.0,0.0,0.0,0.0,Kazakhstan,Kazakhstan,Asia
5177,KEN,1992,8209120763.049552,-0.7994939586413494,332.94991037373154,-3.766723222185135,0.0,24655723.0,50.4772745865128,27.3323644475784,1.8253291877324263,0.0,21.0675,Kenya,Kenya,Africa
5179,KIR,1992,47736272.516832545,0.8771929824561369,612.7812546287281,-0.7919858696046305,0.0,77901.0,50.6283616384899,0.0,0.0,0.0,0.0,Kiribati,Kiribati,Oceania
5182,KWT,1992,19858555214.723927,0.0,12253.57944378766,0.0,0.0,1620633.0,44.5673388114397,-0.54547121378821,0.0,7.59166666666667,7.995,Kuwait,Kuwait,Asia
5185,LBN,1992,5843579160.901219,16.43834570457281,1560.198707617415,13.992535684028738,0.0,3745407.0,50.7851883653766,0.0,-28.98590859550833,17.085,40.2058333333333,Lebanon,Lebanon,Asia
5186,LBY,1992,33887005288.289196,0.0,7623.931967613806,0.0,0.0,4444820.0,46.667761574147,9.35975158953135,0.0,5.5,7.0,Libya,Libya,Africa
5191,LIE,1992,1631177029.4506257,3.6082938438715644,55142.727745871525,2.1617495973106173,0.0,29581.0,50.3363645583314,0.0,0.0,0.0,0.0,Liechtenstein,Liechtenstein,Europe
5192,LKA,1992,9703011635.865847,4.399991251819387,550.5424442787569,3.168708689094487,95.36191195039538,17624457.0,49.6877208755992,11.3834370512206,0.0,0.0,0.0,Sri Lanka,Sri Lanka,Asia
5195,LSO,1992,831029861.7047461,6.956364956920154,447.1491695779172,5.287541180081675,0.0,1858507.0,50.8551218800898,17.2085201793721,3.783612427327573,10.6083333333333,18.25,Lesotho,Lesotho,Africa
5197,LUX,1992,15518702634.880802,1.8196524522508213,39570.86156659859,0.4760770039422937,2.622157604309149,392175.0,50.8349594907999,3.15417375961789,0.0,0.0,0.0,Luxembourg,Luxembourg,Europe
5199,MAR,1992,33711069430.78004,-2.0977387540220036,1317.32995605469,-3.6971858849245933,70.93786898318116,25400676.0,50.0727736537406,5.7402466286874,0.0,0.0,0.0,Morocco,Morocco,Africa
5200,MCO,1992,2737049230.7044163,1.3666396730978647,88882.54954550939,0.6095335120011498,0.0,30794.0,52.1952328375658,0.0,0.0,0.0,0.0,Monaco,Monaco,Europe
5201,MDG,1992,3714966678.33381,1.1808849482523271,294.2934349979435,-1.8495860112610245,0.0,12623342.0,49.6559706613352,14.5123786075771,9.10619017294978,20.5,25.0,Madagascar,Madagascar,Africa
5202,MDV,1992,284875809.03963387,0.0,1191.271113674369,0.0,41.615463814806205,239136.0,48.1834604576475,16.8559977535548,0.0,0.0,0.0,Maldives,Maldives,Asia
5204,MEX,1992,363157832923.73444,3.568613544122428,4272.788725970178,1.5682759008854816,28.147054023812785,84993164.0,50.8570183362041,15.5078962533573,0.0,15.8816666666667,0.0,Mexico,Mexico,North America
5205,MHL,1992,91063000.0,7.140858630570193,1896.5531604706862,4.99424807131561,0.0,48015.0,48.7535145267104,0.0,0.0,0.0,0.0,Marshall Islands,Marshall Islands,Oceania
5208,MLI,1992,2830673378.1300616,-3.2186624903075227,304.02787048207796,-5.158359420133209,0.0,9310572.0,49.7178476252587,-6.24250599520424,0.0,0.0,0.0,Mali,Mali,Africa
5209,MLT,1992,3021910216.718266,4.690932430625907,8220.245517679401,3.6164505280510895,56.877906441371415,367618.0,50.5098418844789,1.63321209889045,0.0,0.0,0.0,Malta,Malta,Europe
5210,MMR,1992,2411552296.534275,9.660942453096126,58.479151077538354,8.179005231782739,0.0,41237813.0,49.890616168224,21.9132104007913,0.0,9.0,0.0,Myanmar,Myanmar,Asia
5212,MNG,1992,1317611863.8497653,-9.256465703829036,589.1416940308203,-10.734049497241244,20.62167338335799,2236494.0,50.2583955065384,0.0,0.0,500.0,0.0,Mongolia,Mongolia,Asia
5213,MOZ,1992,2798696511.18156,-7.576647248800967,202.55631579815736,-9.287106059193704,0.0,13816881.0,51.2642759245013,0.0,0.0,0.0,0.0,Mozambique,Mozambique,Africa
5214,MRT,1992,2164298425.4841185,1.8741257308372496,1007.8096459248794,-1.9790159816940616,0.0,2147527.0,49.9983935009897,10.141817562151,9.543413358177023,7.51666666666667,15.8333333333333,Mauritania,Mauritania,Africa
5215,MUS,1992,3224265890.425676,6.512698582834986,2973.205449098361,5.120444414639863,31.956009049651605,1084441.0,49.6383347307712,4.64351929883709,11.171331393053016,10.065,17.125,Mauritius,Mauritius,Africa
5216,MWI,1992,2618837835.025081,-7.33297833468832,258.89561036764474,-9.933190363590285,0.0,10115420.0,51.331659980505,23.7513530230399,7.701139078793739,0.0,22.0,Malawi,Malawi,Africa
5217,MYS,1992,59167550162.955986,8.88511797832156,3193.635381037796,5.892190523549118,64.37729788561342,18526708.0,49.3471964906016,4.7672282999282,7.564791778105012,7.935,10.1616666666667,Malaysia,Malaysia,Asia
5219,NAM,1992,3429521699.4025974,7.189342522805248,2346.276391185389,3.810908555734585,0.0,1461687.0,51.5045970854225,0.0,9.018394062048293,11.3616666666667,20.2125,Namibia,Namibia,Africa
5221,NER,1992,3386232579.225225,2.0007523614285105,380.1490696333649,-1.1253956298562287,0.0,8907644.0,49.9331136269029,-4.47561790247178,0.0,0.0,0.0,Niger,Niger,Africa
5222,NGA,1992,52058181853.805466,4.631192946076922,519.6358474595469,2.0236285870086164,0.0,100182045.0,49.7720275125148,44.588842715023,-14.987167988652967,18.0416666666667,24.7583333333333,Nigeria,Nigeria,Africa
5223,NIC,1992,1792800000.0,0.38634653738137104,404.9537718435154,-1.8785054835460357,0.0,4427172.0,50.6109769396807,0.0,-6.3523991758638925,14.6072940623452,15.8095977111021,Nicaragua,Nicaragua,North America
5224,NLD,1992,362962872180.4511,1.706070897200533,23904.03741505797,0.9400149994731777,56.088731861301625,15184166.0,50.5876532975242,3.18358181761551,0.0,0.0,0.0,Netherlands,Netherlands,Europe
5225,NOR,1992,130838040067.58388,3.574458949692797,30523.985055897447,2.9783695199287763,22.342831631805957,4286401.0,50.5431515316372,2.32808504911857,0.0,0.0,0.0,Norway,Norway,Europe
5226,NPL,1992,3401211581.2917595,4.1064066173166935,164.29280892417026,1.233194864381332,61.656922988270914,20702133.0,49.1483655331554,17.149523624344,0.0,0.0,0.0,Nepal,Nepal,Asia
5227,NZL,1992,41649829859.6342,1.0938335610238,11793.139241621373,0.046169742371731104,0.0,3531700.0,50.7740980132555,1.01456027171236,0.0,6.58333333333333,0.0,New Zealand,New Zealand,Oceania
5229,OMN,1992,12452275682.704811,8.413884259370974,6272.469436847681,3.496770932424596,0.0,1985227.0,41.8296748936016,0.0,7.987241263593692,6.3515,9.362,Oman,Oman,Asia
5231,PAK,1992,48884671947.46571,7.705897817308767,399.465580740566,4.914473074417458,74.52857679433046,122375179.0,48.200981998155,9.5090414619015,0.0,0.0,0.0,Pakistan,Pakistan,Asia
5232,PAN,1992,8042337700.0,8.20168016089707,3148.4475305572932,5.984682258366817,0.0,2554382.0,49.6525186914095,1.82452156989959,0.0,5.6725,0.0,Panama,Panama,North America
5233,PER,1992,35966302303.262955,-0.5405091247239255,1560.546504435712,-2.543927188473674,80.14272903723301,23047248.0,50.1360422728128,73.5282942442641,46.60393798124891,59.6502559605338,148.142730887809,Peru,Peru,South America
5234,PHL,1992,60422328242.180336,0.4176290660979447,936.1485639679632,-1.9219614618634893,46.269790365795004,64543525.0,49.5633636371735,8.65100357865265,10.749925068668604,14.2745,19.4790833333333,Philippines,Philippines,Asia
5235,PNG,1992,4377980510.055982,13.849085268948102,1058.341135968186,9.84052049510315,44.8643144683874,4136644.0,47.1428771728967,4.30961457009748,11.332271375675885,5.17660984848485,14.5341666666667,Papua New Guinea,Papua New Guinea,Oceania
5236,POL,1992,94337050693.27269,2.514978613502606,2459.0206846825326,2.201065853347501,0.0,38363667.0,51.3249276984198,46.0985621037431,0.0,0.0,0.0,Poland,Poland,Europe
5239,PRT,1992,107592098307.09831,1.089476408312322,10810.566507962558,1.1681032968968879,0.0,9952494.0,51.8647837844121,9.55926033177508,0.0,0.0,0.0,Portugal,Portugal,Europe
5240,PRY,1992,7157424031.060454,1.6964280112470078,1673.448371567338,-0.8965978742910892,0.0,4277051.0,49.426251873078,15.192743764172,0.0,15.8249454545455,0.0,Paraguay,Paraguay,South America
5244,QAT,1992,7646153983.516483,0.0,16223.780076335705,0.0,0.0,471293.0,32.8250154362573,3.06030603060311,0.0,4.75,8.125,Qatar,Qatar,Asia
5245,ROU,1992,25121666666.666668,-8.767228452282396,1102.1037847324649,-7.939239528267578,0.0,22794284.0,51.2134026970703,211.205587610082,0.0,0.0,0.0,Romania,Romania,Europe
5247,RWA,1992,2029026961.558941,5.8727252408178146,264.9826100530299,3.5010995853071307,48.4289742567034,7657208.0,50.274159981027,9.56041187600816,0.0,0.0,0.0,Rwanda,Rwanda,Africa
5249,SAU,1992,137087867284.34232,3.987540163948509,7932.705910379821,0.2142306273227348,0.0,17281350.0,42.8811175052875,-0.0770060064690777,0.0,0.0,0.0,Saudi Arabia,Saudi Arabia,Asia
5250,SDN,1992,7031909434.272107,6.577861384996027,263.002655029297,4.91909976353368,0.0,21780059.0,49.147483943914,117.624468896394,0.0,0.0,0.0,Sudan,Sudan,Africa
5251,SEN,1992,7769817839.956441,1.3202330366135726,974.3312056329002,-1.477836954922978,0.0,7974514.0,50.3471559520743,-0.109942967085646,0.0,0.0,0.0,Senegal,Senegal,Africa
5252,SGP,1992,52131320032.87973,6.6398055694956355,16136.240537766058,3.4837182442404355,81.88275581074939,3230698.0,49.6942752857525,2.26307118702852,4.5023181339585765,2.86916666666667,5.9525,Singapore,Singapore,Asia
5253,SLB,1992,269034595.8129845,12.69999824823995,782.2683324212439,9.434832386385722,0.0,343916.0,48.1021528512776,10.7511603675285,3.009487537541071,0.0,16.5625,Solomon Islands,Solomon Islands,Oceania
5254,SLE,1992,679997997.5971165,-19.012909907092705,158.0814981328001,-17.570678388992775,0.0,4301566.0,50.391764301652,0.0,-10.542725576425102,54.6666666666667,62.8333333333333,Sierra Leone,Sierra Leone,Africa
5255,SLV,1992,5813399300.0,7.021963315752174,1047.0431572603754,5.265264510134287,0.0,5552206.0,51.5072567552429,11.2144813801986,0.0,0.0,0.0,El Salvador,El Salvador,North America
5259,SUR,1992,404600000.0,0.4000000085361677,964.4332464882568,-0.44719476843617656,0.0,419521.0,50.1951034632354,43.6661783854171,-19.25435875075557,4.5,8.925,Suriname,Suriname,South America
5261,SWE,1992,284321115594.6289,-1.1585927600785908,32800.9826867546,-1.7366303566737855,36.61367722145163,8668067.0,50.597029815728,2.3743672511188,14.042083690163828,7.8,15.2,Sweden,Sweden,Europe
5263,SYC,1992,461409398.8558933,7.173043953879741,6520.489505191885,6.682334596714881,0.0,70763.0,49.8971236035737,3.24675324675323,10.409152274827465,9.55833333333333,15.5633333333333,Seychelles,Seychelles,Africa
5265,TCD,1992,1881847669.6979368,8.001443346319263,298.56731138806595,3.5377767906862942,0.0,6302926.0,50.5679901683758,-3.11303067214949,0.0,7.5,0.0,Chad,Chad,Africa
5268,TGO,1992,1692959103.7842536,-3.9806868137454785,412.2914787994146,-6.6933098878821085,0.0,4106219.0,50.2955151685772,1.39378663675941,0.0,0.0,0.0,Togo,Togo,Africa
5269,THA,1992,111452746517.65535,8.083388023453324,1957.4054228129557,6.490478354884715,10.878995158746479,56939020.0,50.1450551835982,4.13914575077056,7.346329001278588,8.875,12.1666666666667,Thailand,Thailand,Asia
5270,TJK,1992,1909246640.7809334,-29.000001055447086,337.5488738711401,-30.25402882361948,0.0,5656208.0,50.7722665078795,0.0,0.0,0.0,0.0,Tajikistan,Tajikistan,Asia
5271,TKM,1992,3200000000.0,-14.96598659576803,815.0023596865195,-17.231044301732084,0.0,3926369.0,50.9776335336796,0.0,0.0,0.0,0.0,Turkmenistan,Turkmenistan,Asia
5274,TON,1992,137066290.55007052,0.25197566413316963,1380.8814280684114,-0.0005227633908333473,0.0,99260.0,49.2544831754987,7.93698012192874,0.0,0.0,0.0,Tonga,Tonga,Oceania
5277,TTO,1992,5439552941.176471,10.092979512968995,4231.462060095178,9.298392912620386,0.0,1285502.0,50.4654990812928,6.43985419198061,23.90090401372037,6.9875,15.3333333333333,Trinidad and Tobago,Trinidad and Tobago,North America
5278,TUN,1992,15496708060.41837,7.80572887722397,1760.4814133668656,5.605081336314015,55.49913175443972,8802540.0,49.6566445594113,5.82434514637906,0.0,0.0,0.0,Tunisia,Tunisia,Africa
5280,TUV,1992,9742606.01858924,2.7887888821527014,1029.2210034427678,1.5726105222540099,0.0,9466.0,51.7008240016903,0.0,0.0,0.0,0.0,Tuvalu,Tuvalu,Oceania
5282,UGA,1992,2857457761.909216,3.4183568946840097,151.97654127814167,-0.04706639204646024,0.0,18801966.0,51.2174046054546,0.0,-4.106292761974281,35.8333333333333,39.1111111111111,Uganda,Uganda,Africa
5283,UKR,1992,73906020558.00294,-9.90000000204168,1417.17077636719,-10.158987505723942,0.0,52150400.0,53.6759029431485,0.0,-90.59538956905872,68.0,75.7,Ukraine,Ukraine,Europe
5285,URY,1992,12878148790.734764,7.9315884139544295,4083.463271684076,7.303314324683868,23.604777319410683,3153732.0,51.2711923524256,68.4591938395374,34.15403885034612,87.6200927616202,114.14153680673,Uruguay,Uruguay,South America
5286,USA,1992,6520327000000.0,3.522440527405024,25418.990776331895,2.096612766022332,46.0501444176036,256514000.0,50.9821366397793,3.02881967814969,3.8842380429645975,0.0,6.25166666666667,United States,United States,North America
5287,UZB,1992,12941297376.093296,-11.199999997315999,603.3520152964379,-13.257606412595692,0.0,21449000.0,49.8837880321128,0.0,0.0,0.0,0.0,Uzbekistan,Uzbekistan,Asia
5290,VNM,1992,9866990236.435875,8.646047459345723,141.38368520122413,6.419959108663619,0.0,69788747.0,51.1578091522405,0.0,0.0,0.0,0.0,Viet Nam,Viet Nam,Asia
5291,VUT,1992,209088824.608438,2.5854137275347995,1318.531846411762,0.0631026223703941,0.0,158577.0,48.8021592034154,4.0584415584416,0.0,0.0,0.0,Vanuatu,Vanuatu,Oceania
5293,WSM,1992,132303041.36253041,-0.1999871450703381,779.1744436806483,-0.84534085218705,0.0,169799.0,47.5085247851872,9.03113792907172,0.0,0.0,0.0,Samoa,Samoa,Oceania
5295,ZAF,1992,146956150986.6361,-2.1370328450052085,3519.001296471678,-4.128461353336675,36.90223109794069,41760755.0,51.4165967545366,13.8746803836056,3.654137357588827,0.0,18.9058333333333,South Africa,South Africa,Africa
5296,ZMB,1992,3181921787.7094975,-1.7309221735256557,394.0783977321602,-4.090437807725266,164.70075355886257,8074337.0,51.7791863282397,165.70652700999,-41.790243978186055,48.5,54.5666666666667,Zambia,Zambia,Africa
5297,ZWE,1992,6751472200.0,-9.01557007498964,634.4473585070377,-11.27007537355665,0.0,10641501.0,52.0553914339716,0.0,0.0,28.625,0.0,Zimbabwe,Zimbabwe,Africa
5301,AGO,1993,6084688935.800323,-23.9834174420578,466.6791634013042,-26.34912367367123,0.0,13038270.0,50.78715964618,1378.52760736196,0.0,0.0,0.0,Angola,Angola,Africa
5302,ALB,1993,1185315468.4629517,9.559411684931504,367.27922507758115,10.229949353134174,0.0,3227287.0,49.6012828751139,85.0047512387156,-42.573513957232976,27.3333333333333,29.5833333333333,Albania,Albania,Europe
5303,AND,1993,1007090269.8695563,-1.0314843899989512,17024.313169747045,-4.1650300952111365,0.0,59156.0,47.2378118872135,0.0,0.0,0.0,0.0,Andorra,Andorra,Europe
5305,ARE,1993,55625170253.33697,1.261190951497369,25019.372357889035,-3.61462080936208,0.0,2223284.0,32.7575334505173,0.0,0.0,0.0,0.0,United Arab Emirates,United Arab Emirates,Asia
5306,ARG,1993,236741715015.015,8.206979072212278,6957.417498892505,6.747497372254017,0.0,34027240.0,50.7519622514197,0.0,0.0,0.0,0.0,Argentina,Argentina,South America
5307,ARM,1993,1201312829.2752385,-8.799998793293497,347.4664632570326,-5.708269453434184,0.0,3457349.0,52.0465535877344,0.0,0.0,0.0,0.0,Armenia,Armenia,Asia
5308,ATG,1993,535174074.07407403,5.27987870861692,8129.144121184708,3.400851800292571,0.0,65834.0,51.967068687912,0.0,10.669168767712074,5.00782550704808,12.6758596545235,Antigua and Barbuda,Antigua and Barbuda,North America
5309,AUS,1993,312128302417.08826,4.0451570489881306,17699.557739278378,3.1237382100752598,17.87421125971082,17634808.0,50.2073021421703,1.75365344467641,8.473781143033932,5.7646186440678,9.41666666666667,Australia,Australia,Oceania
5310,AUT,1993,190379720809.18018,0.5268092037064918,24081.52779280042,-0.29875436100003583,0.0,7905633.0,51.8456403430721,3.63178524943176,0.0,0.0,0.0,Austria,Austria,Europe
5311,AZE,1993,1570392598.1495376,-23.099998718838734,209.53095454842526,-24.25686416480805,0.0,7494800.0,51.6674640285981,1128.00002429404,0.0,0.0,0.0,Azerbaijan,Azerbaijan,Asia
5312,BDI,1993,938632612.0263591,-6.24000000139047,168.96407559491055,-3.0692484560441358,117.63097942841495,5555220.0,50.8260158913598,9.67934658067928,5.591120352654149,0.0,13.7666666666667,Burundi,Burundi,Africa
5313,BEL,1993,224721795708.95523,-0.9618733097766068,22283.936021355126,-1.3479997097210088,0.0,10084475.0,51.1141867699058,2.75442643473461,0.0,0.0,0.0,Belgium,Belgium,Europe
5314,BEN,1993,2274558082.7613525,5.836172085013828,398.61302730518935,1.2288834878884387,0.0,5706181.0,50.717143392402,0.440599214931794,0.0,0.0,0.0,Benin,Benin,Africa
5315,BFA,1993,3199536465.233282,3.461384939458185,325.15366653539553,0.9219740416166502,0.0,9840075.0,50.8743683356072,0.553455723541917,0.0,0.0,0.0,Burkina Faso,Burkina Faso,Africa
5316,BGD,1993,33166519417.98942,4.71156172453999,292.42534740518647,2.7297061348707103,0.0,113418757.0,48.7971747036515,3.01481859989801,13.740969265816373,9.27338158423804,13.9178571428571,Bangladesh,Bangladesh,Asia
5317,BGR,1993,10832064941.653982,-1.480214854218147,1278.5251137031862,-0.6912135576505563,0.0,8472313.0,51.4115311614015,72.8787913866333,17.052485089229265,0.0,76.8558333333333,Bulgaria,Bulgaria,Europe
5318,BHR,1993,5200265957.446809,12.870006669658409,9063.565384958403,9.076230443526413,19.347414718968956,573755.0,41.3645196991747,2.53886010362695,14.294301790095979,3.025,10.8359679572764,Bahrain,Bahrain,Asia
5320,BLR,1993,16416666666.666666,-7.60000189914328,1603.3388514233905,-7.803770017974358,5.187817258883249,10239050.0,53.1857021107041,1190.22923349187,-85.188327207985,65.075,71.625,Belarus,Belarus,Europe
5321,BLZ,1993,750018765.3277149,6.13788600757799,3862.5520289617975,4.018156472476562,26.369806882576093,194177.0,49.3333401999207,1.4725969469368,12.259372516391576,8.13333333333333,14.3666666666667,Belize,Belize,North America
5323,BOL,1993,5734699488.849339,4.269296116615024,760.1176817739861,2.195240038301364,0.0,7544489.0,49.9033135312412,8.52787695688003,44.40762993151765,22.1808333333333,53.8766666666667,Bolivia,Bolivia,South America
5324,BRA,1993,438302216833.0069,4.924690003707099,2766.345596317913,3.2425632721546265,0.0,158440875.0,50.3348028089343,1927.38079016027,0.0,3293.50232545708,0.0,Brazil,Brazil,South America
5325,BRB,1993,2063342117.0387313,0.7930679982376176,7905.6768023859895,0.4906830014268735,0.0,260995.0,51.9343282438361,1.11343933604485,3.53751346699769,4.39166666666667,8.91666666666667,Barbados,Barbados,North America
5327,BTN,1993,225973692.83710003,1.9863665899687106,433.86560281143085,6.902424403737584,40.940796308429164,520838.0,48.0905771084291,11.1980165874679,7.820734827270925,8.0,17.0,Bhutan,Bhutan,Asia
5328,BWA,1993,4160129174.7056947,1.9161070518754002,2844.9957495344165,-0.9810118104251444,12.445059946102822,1462262.0,51.9184660478081,14.3308033365888,1.6379702681185393,13.4908333333333,14.9166666666667,Botswana,Botswana,Africa
5329,CAF,1993,1278781261.5592825,0.3352756846460636,413.959476683615,-2.8288875572086596,0.0,3089146.0,49.4505924938478,-2.91535849298335,0.0,7.75,0.0,Central African Republic,Central African Republic,Africa
5330,CAN,1993,579053561739.4,2.6577068831768855,20186.798878296508,1.5357457226152746,0.0,28684764.0,50.4755553599069,1.86507936507939,4.589299084613541,3.20833333333333,5.9375,Canada,Canada,North America
5332,CHE,1993,272237527070.9258,-0.12598339460370767,39237.11865587806,-1.0314223650806156,18.44454812823317,6938265.0,51.1471181082337,3.29262180313611,0.0,0.0,0.0,Switzerland,Switzerland,Europe
5333,CHL,1993,49287378587.55424,6.588783826631598,3520.9329552388567,4.943403872948863,0.0,13998386.0,50.267952319646,12.7277669490964,10.860313997277196,18.2406604858324,24.3458278419054,Chile,Chile,South America
5334,CHN,1993,619111946511.6279,13.883729302103134,525.3656923658633,12.581996643928477,0.0,1178440000.0,48.9923139195712,14.6100786356602,-3.651372090280933,10.98,10.98,China,China,Asia
5336,CMR,1993,16181814712.529512,-7.932066574475357,1295.9164639678731,-10.572931403770056,48.59731536953462,12486773.0,50.4580406803263,-3.20655456915868,0.0,7.75,0.0,Cameroon,Cameroon,Africa
5339,COL,1993,66474101301.17586,5.385409939010287,1920.398965965675,3.3282368896094994,0.0,34614735.0,50.1583675275862,22.4424828533275,8.358405003618861,25.8358333333333,35.2763430034129,Colombia,Colombia,South America
5340,COM,1993,452881475.0718127,3.0060613074486042,977.4743806021193,0.709913518708845,0.0,463318.0,50.1450407711334,0.0,0.0,0.0,0.0,Comoros,Comoros,Africa
5342,CRI,1993,9582868487.432167,7.097191232018972,2814.0445412225645,4.473266457850087,0.0,3405372.0,49.6030095977767,9.77860078293777,17.73455851055519,16.8975,30.0208333333333,Costa Rica,Costa Rica,North America
5344,CUB,1993,22367254864.864864,-14.878180694759465,2063.2221231920485,-15.32719886596034,0.0,10840934.0,49.4626293269565,0.0,0.0,0.0,0.0,Cuba,Cuba,North America
5345,CYP,1993,6590291048.292109,0.7000004881453776,10526.1416015625,-1.7026249973046674,100.33044227555483,825986.0,49.3302549922154,4.85416666666693,0.0,0.0,0.0,Cyprus,Cyprus,Europe
5347,DEU,1993,2071323790370.2827,-0.9768498181605167,25522.629573361766,-1.6256842842447838,0.0,81156363.0,51.6184839857001,4.47457650752808,0.0,0.0,0.0,Germany,Germany,Europe
5348,DMA,1993,245525925.9259259,2.1614141032899425,3549.6526757062543,2.077226091263043,0.0,69169.0,50.359264988651,1.56902604224498,9.002863364934772,4.19325949362282,11.9238245391238,Dominica,Dominica,North America
5349,DNK,1993,143195627014.6054,0.01068763082683688,27597.975228635663,-0.32195992978701327,78.23914945928787,5188628.0,50.680497326126,1.25785667953259,0.0,0.0,0.0,Denmark,Denmark,Europe
5350,DOM,1993,13081042400.0,7.3645130417130105,1726.6254791069887,5.256725620055548,0.0,7576074.0,50.1768990112821,5.25033880690971,23.723894259442474,14.04,29.89,Dominican Republic,Dominican Republic,North America
5351,DZA,1993,49945584452.65057,-2.100000757875449,1825.8750965670101,-4.268935462089146,0.0,27354327.0,49.1905247751114,20.5403261235827,0.0,0.0,0.0,Algeria,Algeria,Africa
5357,ECU,1993,18938717358.67934,1.9732180787518416,1701.1594589910023,-0.029153401537811874,0.0,11132829.0,49.8839872596624,44.9550537592163,0.0,0.0,0.0,Ecuador,Ecuador,South America
5360,ERI,1993,467872714.7556032,13.454762500710203,236.13012429758834,10.003970559748794,0.0,1981419.0,50.9522720837945,0.0,0.0,0.0,0.0,Eritrea,Eritrea,Africa
5361,ESP,1993,525075636030.8537,-1.0314917289191072,13339.908563674959,-1.543358243979057,46.698822318304664,39361262.0,51.0405208492039,4.56907173681813,0.0,0.0,0.0,Spain,Spain,Europe
5362,ETH,1993,8830712713.907812,13.142833976515362,164.16505354040328,9.398618787729163,73.28743448926188,53791672.0,50.0769208289343,3.54306596166032,0.5496146665004641,11.5,14.0,Ethiopia,Ethiopia,Africa
5365,FIN,1993,89214114708.0254,-0.6619980304190847,17608.812390226405,-1.1414880632105309,51.62475301913637,5066447.0,51.3724278881026,2.19065319556437,0.0,0.0,0.0,Finland,Finland,Europe
5366,FJI,1993,1636101246.9394045,2.1300324213827366,2073.1188458908973,1.8273426707325626,36.53835480673935,789198.0,49.2966277157317,5.20658925195765,4.3378746712326635,7.6325,11.8891666666667,Fiji,Fiji,Oceania
5367,FRA,1993,1322815612694.0005,-0.6286663519054372,22380.331904695027,-1.0594373347723547,0.0,59106166.0,51.397226740575,2.10446277124644,0.0,4.5,0.0,France,France,Europe
5369,GAB,1993,4378645081.017691,3.9465550079024183,4109.898798578633,1.220151969446249,0.0,1065390.0,50.5062934699969,0.533746556474191,0.0,7.75,0.0,Gabon,Gabon,Africa
5370,GBR,1993,1061388722255.549,2.4898310195562203,18389.019567509866,2.24441063359761,35.31355000607573,57718614.0,51.4011622679735,2.55857796929705,3.1933144135103615,3.97,6.01363333333333,United Kingdom,United Kingdom,Europe
5371,GEO,1993,2701301482.701812,-29.300001972657768,550.0400078804772,-29.841290060016618,0.0,4911100.0,53.219193483934,0.0,0.0,0.0,0.0,Georgia,Georgia,Asia
5372,GHA,1993,5968922939.3719845,4.850000553794118,358.63101159296076,2.3169831246863737,0.0,16643633.0,50.3917203653794,24.9598424742497,0.0,23.6291666666667,0.0,Ghana,Ghana,Africa
5373,GIN,1993,3279096492.962635,5.044144540714029,465.3777109458804,1.855265278116903,0.0,7046097.0,50.6753029372147,0.0,23.66678602874474,19.75,24.5,Guinea,Guinea,Africa
5375,GNB,1993,236880821.6563877,2.0999999996825807,224.15742221409351,-1.1711272466760931,0.0,1056761.0,51.3103719762557,48.1081660687068,0.0,0.0,0.0,Guinea-Bissau,Guinea-Bissau,Africa
